sample	Chrom	Start	End	value
TCGA-66-2789-01A	1	3301765	46497094	0.1239
TCGA-66-2789-01A	1	46502218	59285254	0.0759
TCGA-66-2789-01A	1	59285958	59841518	-0.4093
TCGA-66-2789-01A	1	59842130	61765765	0.0912
TCGA-66-2789-01A	1	61778180	61858779	-0.3377
TCGA-66-2789-01A	1	61861665	67605417	0.0614
TCGA-66-2789-01A	1	67605499	67782545	-0.3945
TCGA-66-2789-01A	1	67782989	87894402	0.0369
TCGA-66-2789-01A	1	87895102	87938837	-0.3794
TCGA-66-2789-01A	1	87940512	111609980	0.0387
TCGA-66-2789-01A	1	111612005	111746959	-0.4094
TCGA-66-2789-01A	1	111747361	173312960	0.0549
TCGA-66-2789-01A	1	173314005	173421006	-0.5108
TCGA-66-2789-01A	1	173422208	187450843	0.0473
TCGA-66-2789-01A	1	187457697	187495952	0.4627
TCGA-66-2789-01A	1	187498820	193109284	0.0062
TCGA-66-2789-01A	1	193113019	196314813	-0.448
TCGA-66-2789-01A	1	196317644	196627527	0.0558
TCGA-66-2789-01A	1	196627608	199711195	-0.0139
TCGA-66-2789-01A	1	199715415	214538003	0.0566
TCGA-66-2789-01A	1	214538563	214583499	-0.4438
TCGA-66-2789-01A	1	214586976	233791434	0.0563
TCGA-66-2789-01A	1	233791593	233791819	-2.4677
TCGA-66-2789-01A	1	233791899	246026700	0.0489
TCGA-66-2789-01A	1	246435044	247600555	0.3755
TCGA-66-2789-01A	1	247602365	247650984	-0.0513
TCGA-66-2789-01A	2	480597	9149895	0.3579
TCGA-66-2789-01A	2	9150228	9178413	-0.1599
TCGA-66-2789-01A	2	9180454	9415857	0.3716
TCGA-66-2789-01A	2	9424522	18831660	0.641
TCGA-66-2789-01A	2	18831759	19019149	0.4063
TCGA-66-2789-01A	2	19025330	61179303	0.6526
TCGA-66-2789-01A	2	61180110	70354182	0.4175
TCGA-66-2789-01A	2	70356319	70356761	-2.0332
TCGA-66-2789-01A	2	70357504	88831240	0.3808
TCGA-66-2789-01A	2	88831554	168541142	0.0125
TCGA-66-2789-01A	2	168542275	168685320	-0.4801
TCGA-66-2789-01A	2	168687371	177909518	0.0378
TCGA-66-2789-01A	2	177915100	185433729	-0.0143
TCGA-66-2789-01A	2	186024241	186372894	-0.4279
TCGA-66-2789-01A	2	186376812	186928271	0.0307
TCGA-66-2789-01A	2	186930938	186937430	-1.2034
TCGA-66-2789-01A	2	186941571	204796402	0.0046
TCGA-66-2789-01A	2	204796793	204808440	-1.5166
TCGA-66-2789-01A	2	204812468	207747040	0.0338
TCGA-66-2789-01A	2	207747339	209453355	0.2927
TCGA-66-2789-01A	2	209457216	209911905	-0.0034
TCGA-66-2789-01A	2	209913105	223355548	0.3212
TCGA-66-2789-01A	2	223356399	240451608	-0.0134
TCGA-66-2789-01A	2	240470237	241027672	-0.4974
TCGA-66-2789-01A	2	241029616	241031986	-3.122
TCGA-66-2789-01A	2	241032385	241537572	-0.4792
TCGA-66-2789-01A	3	2170634	50083543	0.0457
TCGA-66-2789-01A	3	50088782	50913659	-1.0888
TCGA-66-2789-01A	3	50913772	89075925	-0.4309
TCGA-66-2789-01A	3	89077398	89875594	0.0078
TCGA-66-2789-01A	3	89875609	91462299	-0.384
TCGA-66-2789-01A	3	94015345	95561645	-0.0141
TCGA-66-2789-01A	3	95564925	95565040	-2.0703
TCGA-66-2789-01A	3	95565508	106508739	0.0048
TCGA-66-2789-01A	3	106510243	106510329	-2.229
TCGA-66-2789-01A	3	106512845	107604422	0.0135
TCGA-66-2789-01A	3	107605581	107876366	0.3433
TCGA-66-2789-01A	3	107877392	107981468	0.5958
TCGA-66-2789-01A	3	107981483	117991070	0.0113
TCGA-66-2789-01A	3	117991249	118527381	0.314
TCGA-66-2789-01A	3	118527621	132316711	0.6107
TCGA-66-2789-01A	3	132317241	132318148	-0.1757
TCGA-66-2789-01A	3	132318752	142605869	0.7923
TCGA-66-2789-01A	3	142607412	180232637	0.7653
TCGA-66-2789-01A	3	180235430	197812401	0.8005
TCGA-66-2789-01A	4	1059384	9719161	0.0731
TCGA-66-2789-01A	4	9722163	74134067	0.0237
TCGA-66-2789-01A	4	74135802	75601125	-0.0957
TCGA-66-2789-01A	4	75604633	82605072	0.0292
TCGA-66-2789-01A	4	82607465	82928428	-0.3797
TCGA-66-2789-01A	4	82930540	115614032	-0.0012
TCGA-66-2789-01A	4	115616858	115748539	-0.5249
TCGA-66-2789-01A	4	115875096	150040726	-0.0039
TCGA-66-2789-01A	4	150041001	150187514	-0.3805
TCGA-66-2789-01A	4	150188209	166948048	-0.0029
TCGA-66-2789-01A	4	166954883	168159908	-0.5177
TCGA-66-2789-01A	4	168162316	168167754	-2.342
