sample	Chrom	Start	End	value
TCGA-94-7557-01A	1	3301765	37476352	0.1214
TCGA-94-7557-01A	1	37481254	45654909	0.3515
TCGA-94-7557-01A	1	45663380	46698934	0.6789
TCGA-94-7557-01A	1	46700796	70608238	0.1581
TCGA-94-7557-01A	1	70614913	109392069	0.1942
TCGA-94-7557-01A	1	109395480	115942596	0.1692
TCGA-94-7557-01A	1	115945353	115948700	-0.6399
TCGA-94-7557-01A	1	115952601	149963240	0.1838
TCGA-94-7557-01A	1	149966299	177425051	0.5038
TCGA-94-7557-01A	1	177426080	191789400	0.5245
TCGA-94-7557-01A	1	191789531	192290068	0.6388
TCGA-94-7557-01A	1	192290622	200712793	0.5327
TCGA-94-7557-01A	1	200713358	208503101	0.4973
TCGA-94-7557-01A	1	208503373	209249147	0.5749
TCGA-94-7557-01A	1	209249177	210317611	0.9663
TCGA-94-7557-01A	1	210330136	213717917	0.5019
TCGA-94-7557-01A	1	213718412	219307455	0.5419
TCGA-94-7557-01A	1	219310558	240502585	0.5131
TCGA-94-7557-01A	1	240502856	240850292	1.052
TCGA-94-7557-01A	1	240850592	241033035	1.2078
TCGA-94-7557-01A	1	241036656	241340101	0.6324
TCGA-94-7557-01A	1	241341246	247644025	0.5034
TCGA-94-7557-01A	1	247646986	247650984	0.8607
TCGA-94-7557-01A	2	480597	6013810	0.1512
TCGA-94-7557-01A	2	6014844	6840800	0.5106
TCGA-94-7557-01A	2	6843217	10322726	0.1546
TCGA-94-7557-01A	2	10327241	10557107	0.5261
TCGA-94-7557-01A	2	10560113	20127727	0.1693
TCGA-94-7557-01A	2	20129133	20291451	0.3467
TCGA-94-7557-01A	2	20291560	83162736	0.164
TCGA-94-7557-01A	2	83163032	84245771	0.2898
TCGA-94-7557-01A	2	84248175	104226907	0.1462
TCGA-94-7557-01A	2	104231350	104762499	0.2651
TCGA-94-7557-01A	2	104762831	115044879	0.1312
TCGA-94-7557-01A	2	115049459	115082753	0.6197
TCGA-94-7557-01A	2	115083818	115396105	0.147
TCGA-94-7557-01A	2	115398627	116171375	0.3141
TCGA-94-7557-01A	2	116171388	116462128	0.2006
TCGA-94-7557-01A	2	116462623	138892925	0.1467
TCGA-94-7557-01A	2	138895949	155984057	0.1794
TCGA-94-7557-01A	2	155985029	157586849	0.277
TCGA-94-7557-01A	2	157587377	159731471	0.1773
TCGA-94-7557-01A	2	159735137	160786819	0.5668
TCGA-94-7557-01A	2	160795957	167484495	0.1876
TCGA-94-7557-01A	2	167487106	186164045	0.1569
TCGA-94-7557-01A	2	186168093	191124630	0.1798
TCGA-94-7557-01A	2	191131280	191133826	-0.89
TCGA-94-7557-01A	2	191134017	194001378	0.1775
TCGA-94-7557-01A	2	194004076	194718619	0.3109
TCGA-94-7557-01A	2	194720580	204520615	0.1546
TCGA-94-7557-01A	2	204520731	204520824	-1.1778
TCGA-94-7557-01A	2	204521519	212581538	0.1667
TCGA-94-7557-01A	2	212581742	213024783	0.3724
TCGA-94-7557-01A	2	213031875	229159099	0.1616
TCGA-94-7557-01A	2	229160777	241537572	0.125
TCGA-94-7557-01A	3	2170634	19520440	-0.3464
TCGA-94-7557-01A	3	19526517	21313746	-0.0413
TCGA-94-7557-01A	3	21314011	90453712	-0.3329
TCGA-94-7557-01A	3	91390926	109382072	0.1201
TCGA-94-7557-01A	3	109385272	110054968	-0.0856
TCGA-94-7557-01A	3	110055132	110691918	0.121
TCGA-94-7557-01A	3	110692763	111476127	-0.0854
TCGA-94-7557-01A	3	111476859	113927810	0.1131
TCGA-94-7557-01A	3	113937597	115192668	0.2134
TCGA-94-7557-01A	3	115194524	115835045	0.5669
TCGA-94-7557-01A	3	115837362	144181395	0.1875
TCGA-94-7557-01A	3	144181435	165304048	0.2177
TCGA-94-7557-01A	3	165304486	165305126	-1.3961
TCGA-94-7557-01A	3	165312891	165526156	0.2269
TCGA-94-7557-01A	3	165529486	165661688	0.4232
TCGA-94-7557-01A	3	165664749	166782486	0.2309
TCGA-94-7557-01A	3	166785333	166786258	1.4258
TCGA-94-7557-01A	3	166794211	183409000	0.2162
TCGA-94-7557-01A	3	184179380	184680152	0.5389
TCGA-94-7557-01A	3	184704124	189539192	0.2083
TCGA-94-7557-01A	3	189542836	190562263	0.2738
TCGA-94-7557-01A	3	190562574	196770477	0.2013
TCGA-94-7557-01A	3	197242908	197812401	0.579
TCGA-94-7557-01A	4	1059384	3534424	-0.0484
TCGA-94-7557-01A	4	3534449	4815503	0.0117
TCGA-94-7557-01A	4	4816431	6086515	-0.0696
TCGA-94-7557-01A	4	6087207	6087229	-1.3565
TCGA-94-7557-01A	4	6087645	8109055	-0.0733
TCGA-94-7557-01A	4	8109390	8112798	-1.3909
TCGA-94-7557-01A	4	8113433	9817948	-0.0927
TCGA-94-7557-01A	4	9823321	10810980	-0.2443
TCGA-94-7557-01A	4	10830146	10928006	-0.7416
TCGA-94-7557-01A	4	10928144	10928200	-2.3901
TCGA-94-7557-01A	4	10928364	12899112	-0.7084
TCGA-94-7557-01A	4	12899745	14305285	-0.2241
