sample	Chrom	Start	End	value
TCGA-56-A4ZK-01A	1	3301765	36710408	-0.3645
TCGA-56-A4ZK-01A	1	36716795	37048932	0.9371
TCGA-56-A4ZK-01A	1	37053122	37511140	0.4445
TCGA-56-A4ZK-01A	1	37536226	39781312	0.1132
TCGA-56-A4ZK-01A	1	39785682	39800430	-0.5332
TCGA-56-A4ZK-01A	1	39810848	49173422	0.1195
TCGA-56-A4ZK-01A	1	49173848	49667335	0.2735
TCGA-56-A4ZK-01A	1	49671178	60371831	0.1255
TCGA-56-A4ZK-01A	1	60374310	60383389	0.5416
TCGA-56-A4ZK-01A	1	60383906	65062604	-0.0356
TCGA-56-A4ZK-01A	1	65063072	66772272	0.1398
TCGA-56-A4ZK-01A	1	66774094	72986136	-0.0407
TCGA-56-A4ZK-01A	1	72987341	73499731	0.1069
TCGA-56-A4ZK-01A	1	73502749	76543683	-0.0565
TCGA-56-A4ZK-01A	1	76549756	79148332	0.1143
TCGA-56-A4ZK-01A	1	79151274	79477069	-0.0183
TCGA-56-A4ZK-01A	1	79477521	79806976	0.1266
TCGA-56-A4ZK-01A	1	79809113	94248498	-0.0227
TCGA-56-A4ZK-01A	1	94249410	97583803	0.1216
TCGA-56-A4ZK-01A	1	97585087	97650603	0.0016
TCGA-56-A4ZK-01A	1	97651310	98692986	-0.3516
TCGA-56-A4ZK-01A	1	98698000	98707580	-0.0235
TCGA-56-A4ZK-01A	1	98708125	100854362	0.15
TCGA-56-A4ZK-01A	1	100855078	119984738	-0.3579
TCGA-56-A4ZK-01A	1	119984772	214303218	0.1126
TCGA-56-A4ZK-01A	1	214304944	214548764	-0.3614
TCGA-56-A4ZK-01A	1	214553500	214555657	0.5214
TCGA-56-A4ZK-01A	1	214556090	214571808	0.9931
TCGA-56-A4ZK-01A	1	214571850	214581803	0.5267
TCGA-56-A4ZK-01A	1	214582097	240133730	0.12
TCGA-56-A4ZK-01A	1	240135099	244008206	0.0817
TCGA-56-A4ZK-01A	1	244013735	247650984	0.1154
TCGA-56-A4ZK-01A	2	480597	17073131	0.0922
TCGA-56-A4ZK-01A	2	17076817	24055512	0.1243
TCGA-56-A4ZK-01A	2	24055683	28026626	0.0943
TCGA-56-A4ZK-01A	2	28027228	28234111	-0.3757
TCGA-56-A4ZK-01A	2	28236794	29708833	0.1287
TCGA-56-A4ZK-01A	2	29709701	29754233	-0.3972
TCGA-56-A4ZK-01A	2	29754422	60966518	0.109
TCGA-56-A4ZK-01A	2	60970429	60971419	-1.8786
TCGA-56-A4ZK-01A	2	60975034	141413104	0.0988
TCGA-56-A4ZK-01A	2	141422669	141486574	-0.3296
TCGA-56-A4ZK-01A	2	141486788	205927112	0.1146
TCGA-56-A4ZK-01A	2	205927543	208926955	-0.3413
TCGA-56-A4ZK-01A	2	208927483	211112982	0.1149
TCGA-56-A4ZK-01A	2	211115942	241537572	-0.3578
TCGA-56-A4ZK-01A	3	2170634	4560550	-0.3702
TCGA-56-A4ZK-01A	3	4560814	4561908	-1.6231
TCGA-56-A4ZK-01A	3	4563688	90453712	-0.3615
TCGA-56-A4ZK-01A	3	91390926	91462299	1.1106
TCGA-56-A4ZK-01A	3	94015345	99120009	0.3189
TCGA-56-A4ZK-01A	3	99120070	123225512	0.4929
TCGA-56-A4ZK-01A	3	123227271	124914045	0.2127
TCGA-56-A4ZK-01A	3	124914749	125457139	0.4824
TCGA-56-A4ZK-01A	3	125457458	125503943	0.1741
TCGA-56-A4ZK-01A	3	125505438	125514885	0.6736
TCGA-56-A4ZK-01A	3	125522719	125608573	0.2404
TCGA-56-A4ZK-01A	3	125610693	126634902	0.477
TCGA-56-A4ZK-01A	3	126638300	133822930	0.2148
TCGA-56-A4ZK-01A	3	133824950	133827870	-0.8703
TCGA-56-A4ZK-01A	3	133828372	139493888	0.2278
TCGA-56-A4ZK-01A	3	139494041	139648201	0.5208
TCGA-56-A4ZK-01A	3	139649764	139897300	0.5946
TCGA-56-A4ZK-01A	3	139901077	139901998	-0.8759
TCGA-56-A4ZK-01A	3	139903942	140726695	0.57
TCGA-56-A4ZK-01A	3	140728199	178491791	0.7075
TCGA-56-A4ZK-01A	3	178492932	178732591	1.0069
