sample	Chrom	Start	End	value
TCGA-NC-A5HQ-01A	1	3301765	53052141	-0.1987
TCGA-NC-A5HQ-01A	1	53052270	117111003	-0.2357
TCGA-NC-A5HQ-01A	1	117111220	146716041	-0.1936
TCGA-NC-A5HQ-01A	1	149906351	150077351	0.0508
TCGA-NC-A5HQ-01A	1	150080474	150082600	-0.6986
TCGA-NC-A5HQ-01A	1	150082937	158049472	0.1088
TCGA-NC-A5HQ-01A	1	158051492	181737416	0.3634
TCGA-NC-A5HQ-01A	1	181740096	247650984	-0.2585
TCGA-NC-A5HQ-01A	2	480597	4617685	0.3935
TCGA-NC-A5HQ-01A	2	4618403	4618510	-1.1523
TCGA-NC-A5HQ-01A	2	4619074	14048728	0.3633
TCGA-NC-A5HQ-01A	2	14049442	14059468	-0.7469
TCGA-NC-A5HQ-01A	2	14061503	17207005	0.3585
TCGA-NC-A5HQ-01A	2	17214800	17214962	1.965
TCGA-NC-A5HQ-01A	2	17215281	47641458	0.3709
TCGA-NC-A5HQ-01A	2	47641554	51916907	0.3232
TCGA-NC-A5HQ-01A	2	51917580	55570972	0.5902
TCGA-NC-A5HQ-01A	2	55571923	57426053	0.3424
TCGA-NC-A5HQ-01A	2	57429306	62169136	0.5896
TCGA-NC-A5HQ-01A	2	62172079	62432944	0.3957
TCGA-NC-A5HQ-01A	2	62435640	73732985	0.6126
TCGA-NC-A5HQ-01A	2	73735597	78454402	0.3499
TCGA-NC-A5HQ-01A	2	78457016	81661628	0.5491
TCGA-NC-A5HQ-01A	2	81670244	81903912	0.3322
TCGA-NC-A5HQ-01A	2	81908891	83774684	0.5769
TCGA-NC-A5HQ-01A	2	83777728	94860419	0.3505
TCGA-NC-A5HQ-01A	2	94863473	95200978	0.6436
TCGA-NC-A5HQ-01A	2	95201638	98687441	0.3508
TCGA-NC-A5HQ-01A	2	98690041	122271120	0.0505
TCGA-NC-A5HQ-01A	2	122273894	122277479	-1.3145
TCGA-NC-A5HQ-01A	2	122280404	132688771	0.0465
TCGA-NC-A5HQ-01A	2	132689222	140249145	0.0178
TCGA-NC-A5HQ-01A	2	140251946	140279215	0.4863
TCGA-NC-A5HQ-01A	2	140283754	147615688	0.0111
TCGA-NC-A5HQ-01A	2	147616714	154722189	0.042
TCGA-NC-A5HQ-01A	2	154725126	154725464	-1.9492
TCGA-NC-A5HQ-01A	2	154725809	204807679	0.0327
TCGA-NC-A5HQ-01A	2	204808440	204904052	-0.2609
TCGA-NC-A5HQ-01A	2	204904488	209436661	0.0424
