sample	Chrom	Start	End	value
TCGA-44-2665-01A	1	3301765	60672731	-0.0138
TCGA-44-2665-01A	1	60673476	67322032	-0.3979
TCGA-44-2665-01A	1	67323908	74461536	0.0021
TCGA-44-2665-01A	1	74464006	149914031	-0.3911
TCGA-44-2665-01A	1	149918981	149972350	0.0463
TCGA-44-2665-01A	1	149975408	158544860	0.5586
TCGA-44-2665-01A	1	158545103	158545233	-0.4215
TCGA-44-2665-01A	1	158545295	168008445	0.5746
TCGA-44-2665-01A	1	168011661	168016016	2.1571
TCGA-44-2665-01A	1	168016712	180524705	0.5738
TCGA-44-2665-01A	1	180524808	180525364	2.0694
TCGA-44-2665-01A	1	180526534	196015096	0.5786
TCGA-44-2665-01A	1	196015898	196983282	0.7882
TCGA-44-2665-01A	1	196986769	217327791	0.5704
TCGA-44-2665-01A	1	217333445	217334497	-0.3922
TCGA-44-2665-01A	1	217336866	220588265	0.5698
TCGA-44-2665-01A	1	220589182	220592537	-1.0402
TCGA-44-2665-01A	1	220602179	226817303	0.5758
TCGA-44-2665-01A	1	226819271	226819481	-0.9386
TCGA-44-2665-01A	1	226825995	233611792	0.5812
TCGA-44-2665-01A	1	233618245	234254426	0.8028
TCGA-44-2665-01A	1	234262297	247649129	0.5618
TCGA-44-2665-01A	1	247650404	247650984	-0.0548
TCGA-44-2665-01A	2	480597	74864903	-0.3993
TCGA-44-2665-01A	2	74865434	74865647	-3.0979
TCGA-44-2665-01A	2	74865845	88335454	-0.3887
TCGA-44-2665-01A	2	88342816	88460034	-0.0111
TCGA-44-2665-01A	2	88460447	88831554	-0.4053
TCGA-44-2665-01A	2	94675825	101900299	0.0147
TCGA-44-2665-01A	2	101902567	104009395	-0.3817
TCGA-44-2665-01A	2	104010016	116118808	0.005
TCGA-44-2665-01A	2	116119519	116640762	-0.4011
TCGA-44-2665-01A	2	116643505	126729881	0.007
TCGA-44-2665-01A	2	126730046	126734579	-1.5772
TCGA-44-2665-01A	2	126734615	169815974	0.0185
TCGA-44-2665-01A	2	169818221	169929650	-0.483
TCGA-44-2665-01A	2	169936409	200476113	0.0168
TCGA-44-2665-01A	2	200478813	201246743	0.3164
TCGA-44-2665-01A	2	201248829	241537572	0.0073
TCGA-44-2665-01A	3	2170634	197812401	0.0112
TCGA-44-2665-01A	4	1059384	187842528	0.0093
TCGA-44-2665-01A	5	913983	25077135	6e-04
TCGA-44-2665-01A	5	25077162	72659099	0.322
TCGA-44-2665-01A	5	72659266	72745584	0.7522
TCGA-44-2665-01A	5	72749423	149028382	0.3176
TCGA-44-2665-01A	5	149028538	180934240	0.2995
TCGA-44-2665-01A	6	1011760	24855523	-0.0739
TCGA-44-2665-01A	6	24856351	65463007	-1e-04
TCGA-44-2665-01A	6	65464406	67451592	-0.0554
TCGA-44-2665-01A	6	67457153	67457396	-1.3183
TCGA-44-2665-01A	6	67457837	73155993	-0.0356
TCGA-44-2665-01A	6	73156035	117546674	-0.0741
TCGA-44-2665-01A	6	117546888	170596889	-0.0201
TCGA-44-2665-01A	7	664936	55064387	6e-04
TCGA-44-2665-01A	7	55065310	77298694	-0.0287
TCGA-44-2665-01A	7	77301378	158592540	-0.001
TCGA-44-2665-01A	8	667625	68479910	0.0033
TCGA-44-2665-01A	8	68497207	85608821	0.3228
TCGA-44-2665-01A	8	85828731	110011194	-0.3966
TCGA-44-2665-01A	8	110015682	133708439	0.3236
TCGA-44-2665-01A	8	133708573	133710867	-1.2752
TCGA-44-2665-01A	8	133710876	144182542	0.317
TCGA-44-2665-01A	9	789794	21756661	-0.3846
TCGA-44-2665-01A	9	21757433	22891411	-0.8862
TCGA-44-2665-01A	9	22899687	23303967	-0.3713
TCGA-44-2665-01A	9	23306964	23342929	-0.8468
TCGA-44-2665-01A	9	23343454	24532445	-0.3858
TCGA-44-2665-01A	9	24532691	30636128	-0.0125
TCGA-44-2665-01A	9	30636367	33353214	0.273
TCGA-44-2665-01A	9	33354238	35412754	-0.0248
TCGA-44-2665-01A	9	35413135	38104147	-0.4088
TCGA-44-2665-01A	9	38104332	72921748	-0.0051
TCGA-44-2665-01A	9	72921963	73438368	-0.39
TCGA-44-2665-01A	9	73443038	85112728	0.0022
TCGA-44-2665-01A	9	85113635	85114114	-2.0571
TCGA-44-2665-01A	9	85115650	106176048	-0.0054
TCGA-44-2665-01A	9	106176817	106181854	1.9667
TCGA-44-2665-01A	9	106188413	125795298	0.0017
TCGA-44-2665-01A	9	125795442	125806857	-0.9399
TCGA-44-2665-01A	9	125807811	138044505	-0.0239
TCGA-44-2665-01A	10	366509	79271606	-0.0066
TCGA-44-2665-01A	10	79272798	79274348	-1.7628
TCGA-44-2665-01A	10	79275156	133411599	-0.0064
TCGA-44-2665-01A	11	456012	76884349	-0.0011
TCGA-44-2665-01A	11	76885576	122171812	0.0223
TCGA-44-2665-01A	11	122173038	122747677	-0.0186
TCGA-44-2665-01A	11	122748183	122748584	-1.6222
TCGA-44-2665-01A	11	122748622	134272740	0.0091
TCGA-44-2665-01A	12	780472	117165756	0.0225
TCGA-44-2665-01A	12	117166220	117166760	-1.8144
TCGA-44-2665-01A	12	117168133	132605822	0.0071
TCGA-44-2665-01A	13	18874255	21302596	-0.4159
TCGA-44-2665-01A	13	21302725	28580298	-2e-04
TCGA-44-2665-01A	13	28580967	35192838	-0.407
TCGA-44-2665-01A	13	35196900	114226675	0.0039
TCGA-44-2665-01A	14	20033191	105533894	-0.0038
TCGA-44-2665-01A	15	23437561	101344124	-0.0022
TCGA-44-2665-01A	16	603333	82878769	0.5671
TCGA-44-2665-01A	16	82878966	82879051	-0.9473
TCGA-44-2665-01A	16	82881073	89317317	0.5712
TCGA-44-2665-01A	17	1074619	5244209	-0.4143
TCGA-44-2665-01A	17	5247358	5335860	-0.0035
TCGA-44-2665-01A	17	5338772	5571674	-0.478
TCGA-44-2665-01A	17	5579550	6055381	-0.0229
TCGA-44-2665-01A	17	6057529	15860345	-0.4256
TCGA-44-2665-01A	17	15861193	15966243	-0.0574
TCGA-44-2665-01A	17	15967196	16008090	-0.4471
TCGA-44-2665-01A	17	16013417	16718444	-0.0054
TCGA-44-2665-01A	17	16718504	21288047	-0.4293
TCGA-44-2665-01A	17	21289118	82959812	-0.0103
TCGA-44-2665-01A	18	326691	2548422	-3e-04
TCGA-44-2665-01A	18	2783353	5955084	-0.1529
TCGA-44-2665-01A	18	5955912	21128631	0.004
TCGA-44-2665-01A	18	21131323	26429636	-0.3304
TCGA-44-2665-01A	18	26429922	29252930	-0.1813
TCGA-44-2665-01A	18	29254486	34766185	0.0068
TCGA-44-2665-01A	18	34766372	50080575	-0.3341
TCGA-44-2665-01A	18	50080890	50082074	-2.0618
TCGA-44-2665-01A	18	50082252	59850736	-0.3325
TCGA-44-2665-01A	18	59851744	59851878	-2.4269
TCGA-44-2665-01A	18	59854230	79349796	-0.3272
TCGA-44-2665-01A	19	283868	9625559	0.2699
TCGA-44-2665-01A	19	9631507	9635979	1.5218
TCGA-44-2665-01A	19	9646374	27749470	0.275
TCGA-44-2665-01A	19	27749586	42535098	-0.0218
TCGA-44-2665-01A	19	42538670	42712819	-0.3607
TCGA-44-2665-01A	19	43458545	47836043	-0.0102
TCGA-44-2665-01A	19	47837811	47959373	0.1494
TCGA-44-2665-01A	19	47960126	58370362	-0.4155
TCGA-44-2665-01A	20	472817	21989391	-0.3843
TCGA-44-2665-01A	20	21989721	25361505	-0.079
TCGA-44-2665-01A	20	25366585	62868777	-0.0049
TCGA-44-2665-01A	20	62872042	63588502	-0.0624
TCGA-44-2665-01A	21	13974127	46262057	0.0085
TCGA-44-2665-01A	22	16934932	48940621	-0.0181
TCGA-44-2665-01A	X	3236359	11934837	0.0278
TCGA-44-2665-01A	X	11934993	11942780	-1.9689
TCGA-44-2665-01A	X	11943110	155677414	0.018
TCGA-44-2665-01A	1	3301765	60673476	-0.0113
TCGA-44-2665-01A	1	60675344	67196939	-0.3473
TCGA-44-2665-01A	1	67199474	67240275	0.0252
TCGA-44-2665-01A	1	67243247	67311177	-0.3925
TCGA-44-2665-01A	1	67315848	74467159	0.001
TCGA-44-2665-01A	1	74469674	86427136	-0.3435
