sample	Chrom	Start	End	value
TCGA-44-3917-01A	1	3301765	5892195	0.2415
TCGA-44-3917-01A	1	5897282	19334376	-0.2004
TCGA-44-3917-01A	1	19336589	19668998	0.0888
TCGA-44-3917-01A	1	19669700	24984191	-0.1852
TCGA-44-3917-01A	1	24987627	24990433	-2.2797
TCGA-44-3917-01A	1	24990737	36546564	-0.198
TCGA-44-3917-01A	1	36553039	44027372	0.2507
TCGA-44-3917-01A	1	44032289	44828899	0.6195
TCGA-44-3917-01A	1	44833378	44855912	0.1834
TCGA-44-3917-01A	1	44857248	44906399	0.5788
TCGA-44-3917-01A	1	44912191	48204743	0.2353
TCGA-44-3917-01A	1	48204812	50186973	0.1717
TCGA-44-3917-01A	1	50189590	69892960	0.239
TCGA-44-3917-01A	1	69893480	91828164	0.2177
TCGA-44-3917-01A	1	91828776	101454480	0.2457
TCGA-44-3917-01A	1	101456880	108647285	0.1885
TCGA-44-3917-01A	1	108648063	151514107	0.2496
TCGA-44-3917-01A	1	151514622	152999142	-0.213
TCGA-44-3917-01A	1	152999170	153116503	-0.546
TCGA-44-3917-01A	1	153121159	153818025	-0.2064
TCGA-44-3917-01A	1	153820482	154992265	0.2802
TCGA-44-3917-01A	1	154993514	155036782	0.605
TCGA-44-3917-01A	1	155040385	155264807	0.2876
TCGA-44-3917-01A	1	155265030	156097175	0.5551
TCGA-44-3917-01A	1	156098051	165804765	0.7809
TCGA-44-3917-01A	1	165805478	166705715	0.9531
TCGA-44-3917-01A	1	166709863	168659440	-0.2256
TCGA-44-3917-01A	1	168662832	172330108	0.2233
TCGA-44-3917-01A	1	172330610	195463129	0.555
TCGA-44-3917-01A	1	195463501	208187637	0.5834
TCGA-44-3917-01A	1	208188182	224190326	0.5575
TCGA-44-3917-01A	1	224191897	224193548	-0.7239
TCGA-44-3917-01A	1	224193701	226553047	0.5989
TCGA-44-3917-01A	1	226553175	227221204	0.2584
TCGA-44-3917-01A	1	227222566	227234631	0.6614
TCGA-44-3917-01A	1	227235161	227251027	-0.1086
TCGA-44-3917-01A	1	227257028	228312480	0.5965
TCGA-44-3917-01A	1	228656037	230684605	0.2499
TCGA-44-3917-01A	1	230684884	230686250	-0.7559
TCGA-44-3917-01A	1	230687157	232628298	0.2455
TCGA-44-3917-01A	1	232632118	236431237	-0.2222
TCGA-44-3917-01A	1	236431986	236729833	0.281
TCGA-44-3917-01A	1	236729886	236737237	0.6867
TCGA-44-3917-01A	1	236738518	247650984	0.2103
TCGA-44-3917-01A	2	480597	30255762	0.0161
TCGA-44-3917-01A	2	30256230	30256991	-2.0376
TCGA-44-3917-01A	2	30257579	41718316	0.0081
TCGA-44-3917-01A	2	41719592	47641458	0.0552
TCGA-44-3917-01A	2	47641554	48187610	0.0139
TCGA-44-3917-01A	2	48191794	53528400	-0.0229
TCGA-44-3917-01A	2	53530008	55843404	0.0511
TCGA-44-3917-01A	2	55844032	59964749	-0.0012
TCGA-44-3917-01A	2	59965523	76611005	0.039
TCGA-44-3917-01A	2	76611430	84692917	0.0036
TCGA-44-3917-01A	2	84695314	101506278	0.0424
TCGA-44-3917-01A	2	101512958	106077621	-0.0074
TCGA-44-3917-01A	2	106079233	106081582	-1.612
TCGA-44-3917-01A	2	106087538	108275272	-0.0072
TCGA-44-3917-01A	2	108281450	139180446	0.02
TCGA-44-3917-01A	2	139180533	150791762	-0.0048
TCGA-44-3917-01A	2	150791945	160432005	0.0274
TCGA-44-3917-01A	2	160434536	160608196	0.2415
TCGA-44-3917-01A	2	160608921	172202645	0.033
TCGA-44-3917-01A	2	172205324	172325718	0.4379
TCGA-44-3917-01A	2	172326849	241072273	0.0346
TCGA-44-3917-01A	2	241074641	241074746	-1.904
TCGA-44-3917-01A	2	241077474	241537572	0.0675
TCGA-44-3917-01A	3	2170634	20300278	-0.2312
TCGA-44-3917-01A	3	20302920	20321370	-0.9879
TCGA-44-3917-01A	3	20324877	40487756	-0.2247
TCGA-44-3917-01A	3	40488384	54067356	-0.194
TCGA-44-3917-01A	3	54067912	71162499	-0.2296
TCGA-44-3917-01A	3	71162841	71254724	0.1792
TCGA-44-3917-01A	3	71256142	73138865	0.5346
TCGA-44-3917-01A	3	73139549	74035674	0.2261
TCGA-44-3917-01A	3	74035906	74036644	-0.5795
TCGA-44-3917-01A	3	74037024	74128690	0.3047
TCGA-44-3917-01A	3	74128882	74523238	0.5866
TCGA-44-3917-01A	3	74523898	78255075	0.2166
TCGA-44-3917-01A	3	78255759	78653289	-0.2345
TCGA-44-3917-01A	3	78656069	78956483	0.2128
TCGA-44-3917-01A	3	78957258	79123281	0.6281
TCGA-44-3917-01A	3	79125477	79621663	0.8475
TCGA-44-3917-01A	3	79628369	80265714	0.554
TCGA-44-3917-01A	3	80267717	80372140	0.8674
TCGA-44-3917-01A	3	80379799	80523192	0.2183
TCGA-44-3917-01A	3	80524176	82410940	0.5805
TCGA-44-3917-01A	3	82415680	82576726	0.2703
TCGA-44-3917-01A	3	82578816	86328849	0.5615
TCGA-44-3917-01A	3	86328922	89280557	0.2473
TCGA-44-3917-01A	3	89285697	90164751	-0.2546
TCGA-44-3917-01A	3	90169207	94015345	0.0969
TCGA-44-3917-01A	3	94015827	97659122	-0.234
TCGA-44-3917-01A	3	97662418	98050336	0.244
TCGA-44-3917-01A	3	98052724	135131406	-0.2202
TCGA-44-3917-01A	3	135133648	135133690	-2.9517
TCGA-44-3917-01A	3	135133847	179267409	-0.2213
TCGA-44-3917-01A	3	179267530	190290383	-0.1895
TCGA-44-3917-01A	3	190291024	197812401	-0.2093
TCGA-44-3917-01A	4	1059384	11522012	0.0551
TCGA-44-3917-01A	4	11523342	14654077	0.0029
TCGA-44-3917-01A	4	14657307	14657416	-1.2424
TCGA-44-3917-01A	4	14660255	14971371	-0.0182
TCGA-44-3917-01A	4	14971964	17951021	0.0462
TCGA-44-3917-01A	4	17951967	24157324	-0.0035
TCGA-44-3917-01A	4	24157804	26575178	0.0683
TCGA-44-3917-01A	4	26578204	38019777	0.0263
TCGA-44-3917-01A	4	38020200	43814008	0.0652
TCGA-44-3917-01A	4	43814538	46891749	-0.0181
TCGA-44-3917-01A	4	46892121	86611999	0.0369
TCGA-44-3917-01A	4	86615362	87122793	-0.5217
TCGA-44-3917-01A	4	87123949	107211174	0.0384
TCGA-44-3917-01A	4	107211242	112792753	-0.2098
TCGA-44-3917-01A	4	112793069	112925190	-0.4963
TCGA-44-3917-01A	4	112927760	138821088	-0.2151
TCGA-44-3917-01A	4	138824186	138899380	-0.5653
TCGA-44-3917-01A	4	138899564	180316694	-0.2147
TCGA-44-3917-01A	4	180318923	180318981	-1.8992
TCGA-44-3917-01A	4	180324116	187842528	-0.2092
TCGA-44-3917-01A	5	913983	108682694	-0.2298
TCGA-44-3917-01A	5	108687006	109083626	-0.5398
TCGA-44-3917-01A	5	109097269	123661384	-0.2473
TCGA-44-3917-01A	5	123662163	135690087	-0.212
TCGA-44-3917-01A	5	135691758	136888841	-0.2427
TCGA-44-3917-01A	5	136892303	136892528	-1.9691
TCGA-44-3917-01A	5	136898547	142617628	-0.2146
TCGA-44-3917-01A	5	142621589	142622777	-1.6372
TCGA-44-3917-01A	5	142628196	147849594	-0.2183
TCGA-44-3917-01A	5	147850678	147958350	-0.4996
TCGA-44-3917-01A	5	147961833	180934240	-0.2339
TCGA-44-3917-01A	6	1011760	12957593	0.2527
TCGA-44-3917-01A	6	12962927	57347009	-0.2125
TCGA-44-3917-01A	6	61527062	69739731	0.233
TCGA-44-3917-01A	6	69743189	70779574	-0.2251
TCGA-44-3917-01A	6	70781929	70834672	-0.8541
TCGA-44-3917-01A	6	70840525	125057979	-0.2215
TCGA-44-3917-01A	6	125063440	125063442	-2.1127
TCGA-44-3917-01A	6	125064324	149015218	-0.2168
TCGA-44-3917-01A	6	149016818	149018118	-1.6026
TCGA-44-3917-01A	6	149019168	149853371	-0.195
TCGA-44-3917-01A	6	149853405	149968822	-0.0236
TCGA-44-3917-01A	6	149971745	150469582	-0.2077
TCGA-44-3917-01A	6	150470357	150470529	-2.4611
TCGA-44-3917-01A	6	150486695	170596889	-0.2169
TCGA-44-3917-01A	7	664936	669137	-0.1395
TCGA-44-3917-01A	7	669227	8605033	0.4474
TCGA-44-3917-01A	7	8605228	35487627	0.4067
TCGA-44-3917-01A	7	35490462	35580107	0.5085
TCGA-44-3917-01A	7	35580603	72301676	0.3846
TCGA-44-3917-01A	7	72303299	76100058	0.4095
TCGA-44-3917-01A	7	76102757	77796500	0.0511
TCGA-44-3917-01A	7	77797165	91396087	0.4084
TCGA-44-3917-01A	7	91396264	93040473	0.7201
TCGA-44-3917-01A	7	93042655	93775547	0.4255
TCGA-44-3917-01A	7	93777275	96316595	0.741
TCGA-44-3917-01A	7	96325176	97001008	0.4123
TCGA-44-3917-01A	7	97001325	98757152	0.6848
TCGA-44-3917-01A	7	98792851	105075918	0.4141
TCGA-44-3917-01A	7	105076190	105259522	0.0716
TCGA-44-3917-01A	7	105264610	108434322	0.409
TCGA-44-3917-01A	7	108435449	111011310	-0.0023
TCGA-44-3917-01A	7	111013982	124866046	0.4082
TCGA-44-3917-01A	7	124881163	137317824	0.0136
TCGA-44-3917-01A	7	137319110	137319202	-1.7804
TCGA-44-3917-01A	7	137319697	141790066	0.0446
TCGA-44-3917-01A	7	141792417	143046153	-0.0538
TCGA-44-3917-01A	7	143048027	143050190	-1.1312
TCGA-44-3917-01A	7	143050209	147965869	-0.0217
TCGA-44-3917-01A	7	147965880	154531547	0.0356
TCGA-44-3917-01A	7	154535878	154539746	-1.3703
TCGA-44-3917-01A	7	154540236	155357673	-0.0016
TCGA-44-3917-01A	7	155358803	155369094	-1.7013
TCGA-44-3917-01A	7	155369522	156330551	0.044
TCGA-44-3917-01A	7	156335270	156335312	2.03
TCGA-44-3917-01A	7	156343048	158592540	0.0234
TCGA-44-3917-01A	8	667625	32054734	-0.2202
TCGA-44-3917-01A	8	32056099	32056505	-2.0327
TCGA-44-3917-01A	8	32057002	38434823	-0.2473
TCGA-44-3917-01A	8	38438024	38711418	0.1995
TCGA-44-3917-01A	8	38712420	41728266	-0.2147
TCGA-44-3917-01A	8	41730668	46554650	0.2649
TCGA-44-3917-01A	8	46557601	73441155	0.5413
TCGA-44-3917-01A	8	73446336	73478009	0.915
TCGA-44-3917-01A	8	73478550	80860290	0.5402
TCGA-44-3917-01A	8	80860575	93017396	0.5003
TCGA-44-3917-01A	8	93019902	97379010	0.542
TCGA-44-3917-01A	8	97379503	104489871	0.5839
TCGA-44-3917-01A	8	104492909	109746233	0.5358
TCGA-44-3917-01A	8	109748780	116641849	0.4965
TCGA-44-3917-01A	8	116643332	129199082	0.5601
