sample	Chrom	Start	End	value
TCGA-55-8506-01A	1	3301765	7577944	-0.0169
TCGA-55-8506-01A	1	7580559	7875855	0.3468
TCGA-55-8506-01A	1	7877508	42952110	-0.0039
TCGA-55-8506-01A	1	42953420	42953544	-1.439
TCGA-55-8506-01A	1	42954034	45894382	0.0067
TCGA-55-8506-01A	1	46129164	46591747	0.3701
TCGA-55-8506-01A	1	46601601	46652609	0.6867
TCGA-55-8506-01A	1	46655001	47522006	0.3608
TCGA-55-8506-01A	1	47522398	55576288	0.009
TCGA-55-8506-01A	1	55580647	77829136	0.044
TCGA-55-8506-01A	1	77829821	77961664	0.4115
TCGA-55-8506-01A	1	77964716	101863385	0.0514
TCGA-55-8506-01A	1	101863632	101864595	-1.4112
TCGA-55-8506-01A	1	101865128	153437646	0.0416
TCGA-55-8506-01A	1	153438774	154880819	0.3322
TCGA-55-8506-01A	1	154881541	157921775	0.6225
TCGA-55-8506-01A	1	157921807	159520573	0.3714
TCGA-55-8506-01A	1	159524555	160814400	0.6366
TCGA-55-8506-01A	1	160816880	163764136	0.3849
TCGA-55-8506-01A	1	163773211	165405803	0.6532
TCGA-55-8506-01A	1	165406598	165419892	0.0358
TCGA-55-8506-01A	1	165421437	165798534	0.6523
TCGA-55-8506-01A	1	165799470	166984949	0.3604
TCGA-55-8506-01A	1	166985468	167185890	0.6928
TCGA-55-8506-01A	1	167186645	168460825	0.376
TCGA-55-8506-01A	1	168461549	171347816	0.4265
TCGA-55-8506-01A	1	171348472	175875479	0.3622
TCGA-55-8506-01A	1	175875574	178512778	0.6482
TCGA-55-8506-01A	1	178513747	226844143	0.3903
TCGA-55-8506-01A	1	226845840	226910420	0.6636
TCGA-55-8506-01A	1	226914653	232141865	0.3759
TCGA-55-8506-01A	1	232142794	234172840	0.6387
TCGA-55-8506-01A	1	234173185	235169152	0.8517
TCGA-55-8506-01A	1	235177367	245448644	0.3825
TCGA-55-8506-01A	1	245453876	245570306	0.6205
TCGA-55-8506-01A	1	245570397	247650984	0.3808
TCGA-55-8506-01A	2	480597	11113965	0.0228
TCGA-55-8506-01A	2	11117379	11286294	0.3817
TCGA-55-8506-01A	2	11288234	41841756	0.0361
